Actual_r1,Predicted_r1,Actual_r2,Predicted_r2
0.10037055,0.0626363,-0.5086383,-0.33958167
-0.20065945,-0.088124335,0.36921585,-0.13118239
-0.0056828475,-0.28736442,-0.65757734,-0.4841471
-0.1674911,-0.18651651,-0.20760831,0.021076765
-1.69897,-0.7397702,0.28330123,-0.27086118
-0.055517327,-0.37577105,-0.65757734,-0.6524689
-0.61978877,-0.32928157,-0.15490197,0.18856929
-1.30103,-1.2860097,0.69897,0.5547165
0.15228835,-0.73297626,-0.33724216,-0.052801106
-1.0,-0.9202523,0.2787536,0.35356227
0.2600714,-0.44130188,-0.65757734,-0.20605753
0.0,0.09700395,0.07918125,-0.44943827
0.7652959,0.53858304,-1.537602,-0.997945
0.012837225,-0.32356453,-0.1674911,0.04475471
-0.82390875,-0.8041913,0.510545,0.1847341
-0.61978877,-0.42949182,-1.0,-0.0021441244
-0.24412514,0.015776679,-0.9586073,-1.0707223
-0.5086383,-0.60247153,-0.4089354,-0.58637434
-0.7447275,-0.8096212,0.12057393,-0.0801138
-1.7212464,-1.0269841,0.701568,-0.06390883
-0.48148605,-0.5797901,0.38111508,0.3454021
0.11394335,-0.46792394,-0.7212464,-0.094361156
-0.7212464,0.12707748,-0.79588,-1.0888158
-1.1487416,-0.43724442,0.15228835,0.034534696
0.08278537,-0.03271027,-0.18708664,-0.22218612
0.013047996,-0.095303684,-0.2672043,-0.43910933
0.3138672,-0.3695958,-0.10347378,0.18925631
-1.69897,-1.077186,0.8808136,-0.16142635
-0.7695511,-0.6527071,0.17318627,0.19648921
0.04921802,-0.69218516,0.07188201,0.1941481
-1.39794,-0.21390943,-0.7670039,-1.324324
0.43376982,0.028092787,-0.5883803,-0.8379202
0.041392684,-0.056893423,-0.8569852,-0.30133614
-0.31875876,-0.05229263,0.31806335,-0.27222034
-0.013228266,0.013278291,-0.08092191,-0.24763614
-0.85387194,-1.4282852,0.12385164,-0.04005741
-0.49485,-0.3602594,0.09342168,-0.20506848
-1.0,-1.0908831,0.7656686,0.5058806
-0.5406075,-0.41305655,0.029383779,0.059698854
0.49554434,0.1455654,-0.41228902,-0.51391923
0.15866399,-0.35941294,-0.50723964,-0.5871591
0.1818436,0.23387079,-0.69897,-0.80669695
-0.38721615,-0.5007399,0.21748394,0.1255005
0.16731733,0.015624404,-0.537602,-0.4194115
0.045322977,0.075512946,-0.55284196,-0.35629776
-1.5228788,-1.3264725,-0.45593196,-0.4630362
-0.2798407,-0.20675947,0.12221588,-0.0072827972
-0.45593196,-0.452514,-0.4436975,-0.0060482435
-0.28988263,-0.38630813,-0.32254514,-0.34248525
0.21748394,0.06120947,-0.23657201,-0.3913972
-0.7619539,-0.5878095,-0.25414482,-0.60011834
-0.15490197,0.15537544,-1.39794,-0.3858662
-0.82390875,0.09437846,0.6532125,-0.44860807
-0.08618615,0.17363198,-1.5228788,-0.81339663
-0.20760831,-0.36579722,-0.04575749,-0.095942035
-1.9586073,-0.76880956,0.49554434,0.45363212
-0.04191415,-0.16639055,0.13672057,-0.070667714
-1.69897,-1.3050162,-0.7212464,-0.5478513
-0.60206,-1.1296754,0.85125834,0.39974457
-0.4212176,-0.47951502,-0.27644172,-0.3926636
